user,text,Positive,Negative,Neutral,Compound,Sentiment,tokenized,no_stopword,stemmed,lemmatized
gindyfn,twitchekolko to uz nemuzes gamblit ci,0.0,0.0,1.0,0.0,Neutral,"['twitchekolko', 'to', 'uz', 'nemuzes', 'gamblit', 'ci']",twitchekolko uz nemuzes gamblit ci,"['twitchekolko', 'uz', 'nemuz', 'gamblit', 'ci']","['twitchekolko', 'uz', 'nemuzes', 'gamblit', 'ci']"
MrTommo999,ohhh so the second people threaten to leave for a month you stop gambling but not stop all the hate raids ,0.0,0.407,0.593,-0.8847,Negative,"['ohhh', 'so', 'the', 'second', 'people', 'threaten', 'to', 'leave', 'for', 'a', 'month', 'you', 'stop', 'gambling', 'but', 'not', 'stop', 'all', 'the', 'hate', 'raids']",ohhh second people threaten leave month stop gambling stop hate raids,"['ohhh', 'second', 'peopl', 'threaten', 'leav', 'month', 'stop', 'gambl', 'stop', 'hate', 'raid']","['ohhh', 'second', 'people', 'threaten', 'leave', 'month', 'stop', 'gamble', 'stop', 'hate', 'raid']"
perfectlysaid__,money always gets in the way of a platforms longterm success no one ever wants more policies ,0.177,0.105,0.718,0.3612,Positive,"['money', 'always', 'gets', 'in', 'the', 'way', 'of', 'a', 'platforms', 'longterm', 'success', 'no', 'one', 'ever', 'wants', 'more', 'policies']",money always gets way platforms longterm success one ever wants policies,"['money', 'alway', 'get', 'way', 'platform', 'longterm', 'success', 'one', 'ever', 'want', 'polici']","['money', 'always', 'get', 'way', 'platform', 'longterm', 'success', 'one', 'ever', 'want', 'policy']"
meaeriss,you know technically speaking gacha games are gambling,0.0,0.0,1.0,0.0,Neutral,"['you', 'know', 'technically', 'speaking', 'gacha', 'games', 'are', 'gambling']",know technically speaking gacha games gambling,"['know', 'technic', 'speak', 'gacha', 'game', 'gambl']","['know', 'technically', 'speak', 'gacha', 'game', 'gamble']"
pablododolevrai,lets gooo le gros porc de teufeur en pls,0.126,0.0,0.874,0.0772,Positive,"['lets', 'gooo', 'le', 'gros', 'porc', 'de', 'teufeur', 'en', 'pls']",lets gooo le gros porc de teufeur en pls,"['let', 'gooo', 'le', 'gros', 'porc', 'de', 'teufeur', 'en', 'pls']","['let', 'gooo', 'le', 'gros', 'porc', 'de', 'teufeur', 'en', 'pls']"
lil_h4ku,elmiillor  mndales un burofax corre,0.0,0.0,1.0,0.0,Neutral,"['elmiillor', 'mndales', 'un', 'burofax', 'corre']",elmiillor mndales un burofax corre,"['elmiillor', 'mndale', 'un', 'burofax', 'corr']","['elmiillor', 'mndales', 'un', 'burofax', 'corre']"
Filip13099945,are u idiots twitch fuckin stupid almost naked girls in pool is ok yes you are the fuckin idiots twitchidiots,0.194,0.134,0.672,0.128,Positive,"['are', 'u', 'idiots', 'twitch', 'fuckin', 'stupid', 'almost', 'naked', 'girls', 'in', 'pool', 'is', 'ok', 'yes', 'you', 'are', 'the', 'fuckin', 'idiots', 'twitchidiots']",u idiots twitch fuckin stupid almost naked girls pool ok yes fuckin idiots twitchidiots,"['u', 'idiot', 'twitch', 'fuckin', 'stupid', 'almost', 'nake', 'girl', 'pool', 'ok', 'yes', 'fuckin', 'idiot', 'twitchidiot']","['u', 'idiot', 'twitch', 'fuckin', 'stupid', 'almost', 'naked', 'girl', 'pool', 'ok', 'yes', 'fuckin', 'idiot', 'twitchidiots']"
noel76_,common rare w twitch,0.0,0.0,1.0,0.0,Neutral,"['common', 'rare', 'w', 'twitch']",common rare w twitch,"['common', 'rare', 'w', 'twitch']","['common', 'rare', 'w', 'twitch']"
zanyarr_04,ban hot tub streams twitch its hurting the community especially the young audience and you dont do anything about it,0.0,0.249,0.751,-0.743,Negative,"['ban', 'hot', 'tub', 'streams', 'twitch', 'its', 'hurting', 'the', 'community', 'especially', 'the', 'young', 'audience', 'and', 'you', 'dont', 'do', 'anything', 'about', 'it']",ban hot tub streams twitch hurting community especially young audience dont anything,"['ban', 'hot', 'tub', 'stream', 'twitch', 'hurt', 'communiti', 'especi', 'young', 'audienc', 'dont', 'anyth']","['ban', 'hot', 'tub', 'stream', 'twitch', 'hurt', 'community', 'especially', 'young', 'audience', 'dont', 'anything']"
M_beeezy,das ist fr mich cancel culture,0.0,0.25,0.75,-0.25,Negative,"['das', 'ist', 'fr', 'mich', 'cancel', 'culture']",das ist fr mich cancel culture,"['das', 'ist', 'fr', 'mich', 'cancel', 'cultur']","['da', 'ist', 'fr', 'mich', 'cancel', 'culture']"
Jamatari64,lol poker sucks,0.384,0.342,0.274,0.0772,Positive,"['lol', 'poker', 'sucks']",lol poker sucks,"['lol', 'poker', 'suck']","['lol', 'poker', 'suck']"
henridxm,bah jai jur cest dla frappe a vitera  des ptits de tomber dedans les jeux dargent cest dla merde cest tt,0.0,0.0,1.0,0.0,Neutral,"['bah', 'jai', 'jur', 'cest', 'dla', 'frappe', 'a', 'vitera', 'des', 'ptits', 'de', 'tomber', 'dedans', 'les', 'jeux', 'dargent', 'cest', 'dla', 'merde', 'cest', 'tt']",bah jai jur cest dla frappe vitera des ptits de tomber dedans les jeux dargent cest dla merde cest tt,"['bah', 'jai', 'jur', 'cest', 'dla', 'frapp', 'vitera', 'des', 'ptit', 'de', 'tomber', 'dedan', 'les', 'jeux', 'dargent', 'cest', 'dla', 'merd', 'cest', 'tt']","['bah', 'jai', 'jur', 'cest', 'dla', 'frappe', 'vitera', 'des', 'ptits', 'de', 'tomber', 'dedans', 'les', 'jeux', 'dargent', 'c', 'dla', 'merde', 'cest', 'tt']"
london2052,will this include fortnite and fifa loot boxes,0.0,0.0,1.0,0.0,Neutral,"['will', 'this', 'include', 'fortnite', 'and', 'fifa', 'loot', 'boxes']",include fortnite fifa loot boxes,"['includ', 'fortnit', 'fifa', 'loot', 'box']","['include', 'fortnite', 'fifa', 'loot', 'box']"
Dullaron,thank you ,0.556,0.0,0.444,0.3612,Positive,"['thank', 'you']",thank,['thank'],['thank']
Unknown326tx,if you really care stop it now  your effort is pathetic  twitch,0.178,0.314,0.508,-0.399,Negative,"['if', 'you', 'really', 'care', 'stop', 'it', 'now', 'your', 'effort', 'is', 'pathetic', 'twitch']",really care stop effort pathetic twitch,"['realli', 'care', 'stop', 'effort', 'pathet', 'twitch']","['really', 'care', 'stop', 'effort', 'pathetic', 'twitch']"
edwardpeguero1,so people who have sex on stream,0.0,0.0,1.0,0.0,Neutral,"['so', 'people', 'who', 'have', 'sex', 'on', 'stream']",people sex stream,"['peopl', 'sex', 'stream']","['people', 'sex', 'stream']"
LapizzaJaime,glad they made a difference between slots and poker and the likes,0.367,0.0,0.633,0.7003,Positive,"['glad', 'they', 'made', 'a', 'difference', 'between', 'slots', 'and', 'poker', 'and', 'the', 'likes']",glad made difference slots poker likes,"['glad', 'made', 'differ', 'slot', 'poker', 'like']","['glad', 'make', 'difference', 'slot', 'poker', 'like']"
emiliawhatever,alright hot tub streams and weird asmr  next,0.187,0.159,0.654,0.0772,Positive,"['alright', 'hot', 'tub', 'streams', 'and', 'weird', 'asmr', 'next']",alright hot tub streams weird asmr next,"['alright', 'hot', 'tub', 'stream', 'weird', 'asmr', 'next']","['alright', 'hot', 'tub', 'stream', 'weird', 'asmr', 'next']"
TheHighwayManHU,so gambling is bad but atleast we can watch girls in hot tubs on a huge banana while she is writting names on her forehead ok,0.185,0.077,0.739,0.5217,Positive,"['so', 'gambling', 'is', 'bad', 'but', 'atleast', 'we', 'can', 'watch', 'girls', 'in', 'hot', 'tubs', 'on', 'a', 'huge', 'banana', 'while', 'she', 'is', 'writting', 'names', 'on', 'her', 'forehead', 'ok']",gambling bad atleast watch girls hot tubs huge banana writting names forehead ok,"['gambl', 'bad', 'atleast', 'watch', 'girl', 'hot', 'tub', 'huge', 'banana', 'writ', 'name', 'forehead', 'ok']","['gamble', 'bad', 'atleast', 'watch', 'girl', 'hot', 'tub', 'huge', 'banana', 'writting', 'name', 'forehead', 'ok']"
AlessandroRMCF,nice that is so fucking nice,0.575,0.0,0.425,0.7754,Positive,"['nice', 'that', 'is', 'so', 'fucking', 'nice']",nice fucking nice,"['nice', 'fuck', 'nice']","['nice', 'fucking', 'nice']"
maroskopipisko,,0.0,0.0,1.0,0.0,Neutral,[],,[],[]
clem0257,grimkujow okay thats crazy,0.26,0.329,0.411,-0.128,Negative,"['grimkujow', 'okay', 'thats', 'crazy']",grimkujow okay thats crazy,"['grimkujow', 'okay', 'that', 'crazi']","['grimkujow', 'okay', 'thats', 'crazy']"
brentdhunt,modernwarzone lol so people gambling their own money is prohibited and no music but half naked women licki,0.088,0.074,0.837,0.0772,Positive,"['modernwarzone', 'lol', 'so', 'people', 'gambling', 'their', 'own', 'money', 'is', 'prohibited', 'and', 'no', 'music', 'but', 'half', 'naked', 'women', 'licki']",modernwarzone lol people gambling money prohibited music half naked women licki,"['modernwarzon', 'lol', 'peopl', 'gambl', 'money', 'prohibit', 'music', 'half', 'nake', 'women', 'licki']","['modernwarzone', 'lol', 'people', 'gamble', 'money', 'prohibit', 'music', 'half', 'naked', 'woman', 'licki']"
GhostzGER,this is a w twitch no doubt about it but there is still more you guys need to clear twitchrespond,0.149,0.147,0.703,0.2617,Positive,"['this', 'is', 'a', 'w', 'twitch', 'no', 'doubt', 'about', 'it', 'but', 'there', 'is', 'still', 'more', 'you', 'guys', 'need', 'to', 'clear', 'twitchrespond']",w twitch doubt still guys need clear twitchrespond,"['w', 'twitch', 'doubt', 'still', 'guy', 'need', 'clear', 'twitchrespond']","['w', 'twitch', 'doubt', 'still', 'guy', 'need', 'clear', 'twitchrespond']"
elahe_sajadi,  mahsaamini  mahsaamini   ,0.0,0.0,1.0,0.0,Neutral,"['mahsaamini', 'mahsaamini']",mahsaamini mahsaamini,"['mahsaamini', 'mahsaamini']","['mahsaamini', 'mahsaamini']"
andressracero,zonagemelos nooooo,0.0,0.0,1.0,0.0,Neutral,"['zonagemelos', 'nooooo']",zonagemelos nooooo,"['zonagemelo', 'nooooo']","['zonagemelos', 'nooooo']"
ACWhitey,finally bin mit den nderungen sogar actually ganz zufrieden i mean natrlich kann man diskutieren ob sport,0.0,0.0,1.0,0.0,Neutral,"['finally', 'bin', 'mit', 'den', 'nderungen', 'sogar', 'actually', 'ganz', 'zufrieden', 'i', 'mean', 'natrlich', 'kann', 'man', 'diskutieren', 'ob', 'sport']",finally bin mit den nderungen sogar actually ganz zufrieden mean natrlich kann man diskutieren ob sport,"['final', 'bin', 'mit', 'den', 'nderungen', 'sogar', 'actual', 'ganz', 'zufrieden', 'mean', 'natrlich', 'kann', 'man', 'diskutieren', 'ob', 'sport']","['finally', 'bin', 'mit', 'den', 'nderungen', 'sogar', 'actually', 'ganz', 'zufrieden', 'mean', 'natrlich', 'kann', 'man', 'diskutieren', 'ob', 'sport']"
saarack2,i guess freedom has its own limits just need one egirl no one likes to post shit for you to ban a whole community,0.203,0.273,0.523,-0.34,Negative,"['i', 'guess', 'freedom', 'has', 'its', 'own', 'limits', 'just', 'need', 'one', 'egirl', 'no', 'one', 'likes', 'to', 'post', 'shit', 'for', 'you', 'to', 'ban', 'a', 'whole', 'community']",guess freedom limits need one egirl one likes post shit ban whole community,"['guess', 'freedom', 'limit', 'need', 'one', 'egirl', 'one', 'like', 'post', 'shit', 'ban', 'whole', 'communiti']","['guess', 'freedom', 'limit', 'need', 'one', 'egirl', 'one', 'like', 'post', 'shit', 'ban', 'whole', 'community']"
AkashSh16523808,tenmamaemi ripbozo ojisan cant gamble no more,0.212,0.0,0.788,0.2235,Positive,"['tenmamaemi', 'ripbozo', 'ojisan', 'cant', 'gamble', 'no', 'more']",tenmamaemi ripbozo ojisan cant gamble,"['tenmamaemi', 'ripbozo', 'ojisan', 'cant', 'gambl']","['tenmamaemi', 'ripbozo', 'ojisan', 'cant', 'gamble']"
ZachariahCoombs,i just want 2010 twitch back,0.206,0.0,0.794,0.0772,Positive,"['i', 'just', 'want', '2010', 'twitch', 'back']",want 2010 twitch back,"['want', '2010', 'twitch', 'back']","['want', '2010', 'twitch', 'back']"
yasinshad3,when are you gonna ban hot tub content too because it causes the same harm to your community,0.0,0.295,0.705,-0.7964,Negative,"['when', 'are', 'you', 'gonna', 'ban', 'hot', 'tub', 'content', 'too', 'because', 'it', 'causes', 'the', 'same', 'harm', 'to', 'your', 'community']",gonna ban hot tub content causes harm community,"['gonna', 'ban', 'hot', 'tub', 'content', 'caus', 'harm', 'communiti']","['gonna', 'ban', 'hot', 'tub', 'content', 'cause', 'harm', 'community']"
TwitchKoopiez,sports betting is still allowed but sports betting is the type of gambling which started all this drama w,0.0,0.0,1.0,0.0,Neutral,"['sports', 'betting', 'is', 'still', 'allowed', 'but', 'sports', 'betting', 'is', 'the', 'type', 'of', 'gambling', 'which', 'started', 'all', 'this', 'drama', 'w']",sports betting still allowed sports betting type gambling started drama w,"['sport', 'bet', 'still', 'allow', 'sport', 'bet', 'type', 'gambl', 'start', 'drama', 'w']","['sport', 'bet', 'still', 'allow', 'sport', 'bet', 'type', 'gambling', 'start', 'drama', 'w']"
Capitandelreyes,absolute joke before you even think about banning gambling you should think about banning those hot tub so,0.104,0.0,0.896,0.296,Positive,"['absolute', 'joke', 'before', 'you', 'even', 'think', 'about', 'banning', 'gambling', 'you', 'should', 'think', 'about', 'banning', 'those', 'hot', 'tub', 'so']",absolute joke even think banning gambling think banning hot tub,"['absolut', 'joke', 'even', 'think', 'ban', 'gambl', 'think', 'ban', 'hot', 'tub']","['absolute', 'joke', 'even', 'think', 'ban', 'gamble', 'think', 'ban', 'hot', 'tub']"
JerryHebestreit,finally,0.0,0.0,1.0,0.0,Neutral,['finally'],finally,['final'],['finally']
flopaenjoyer,can you ban porn too,0.0,0.419,0.581,-0.5574,Negative,"['can', 'you', 'ban', 'porn', 'too']",ban porn,"['ban', 'porn']","['ban', 'porn']"
Yuika_Rika,all league streamers that will have to stop because playing lol is like gambling on either ur team will be good or bad,0.297,0.169,0.534,0.5106,Positive,"['all', 'league', 'streamers', 'that', 'will', 'have', 'to', 'stop', 'because', 'playing', 'lol', 'is', 'like', 'gambling', 'on', 'either', 'ur', 'team', 'will', 'be', 'good', 'or', 'bad']",league streamers stop playing lol like gambling either ur team good bad,"['leagu', 'streamer', 'stop', 'play', 'lol', 'like', 'gambl', 'either', 'ur', 'team', 'good', 'bad']","['league', 'streamer', 'stop', 'play', 'lol', 'like', 'gamble', 'either', 'ur', 'team', 'good', 'bad']"
georgewnl_,,0.0,0.0,1.0,0.0,Neutral,[],,[],[]
pierre_bld,zacknani what if u also prohibit womens exhibition on twitch ,0.0,0.0,1.0,0.0,Neutral,"['zacknani', 'what', 'if', 'u', 'also', 'prohibit', 'womens', 'exhibition', 'on', 'twitch']",zacknani u also prohibit womens exhibition twitch,"['zacknani', 'u', 'also', 'prohibit', 'women', 'exhibit', 'twitch']","['zacknani', 'u', 'also', 'prohibit', 'womens', 'exhibition', 'twitch']"
Gabriel99280472,but its fine to wish death on people ayoo twitch at it again,0.249,0.232,0.519,-0.1531,Negative,"['but', 'its', 'fine', 'to', 'wish', 'death', 'on', 'people', 'ayoo', 'twitch', 'at', 'it', 'again']",fine wish death people ayoo twitch,"['fine', 'wish', 'death', 'peopl', 'ayoo', 'twitch']","['fine', 'wish', 'death', 'people', 'ayoo', 'twitch']"
ccrocheur,what about sexual content ,0.0,0.0,1.0,0.0,Neutral,"['what', 'about', 'sexual', 'content']",sexual content,"['sexual', 'content']","['sexual', 'content']"
Skotbot2010,good startnow please do something about lootbox systems purchasable in general or the games that use the,0.234,0.0,0.766,0.6369,Positive,"['good', 'startnow', 'please', 'do', 'something', 'about', 'lootbox', 'systems', 'purchasable', 'in', 'general', 'or', 'the', 'games', 'that', 'use', 'the']",good startnow please something lootbox systems purchasable general games use,"['good', 'startnow', 'pleas', 'someth', 'lootbox', 'system', 'purchas', 'general', 'game', 'use']","['good', 'startnow', 'please', 'something', 'lootbox', 'system', 'purchasable', 'general', 'game', 'use']"
maj5832,can you start having a look at your policy on live streams that are actually just reruns of old recording,0.0,0.0,1.0,0.0,Neutral,"['can', 'you', 'start', 'having', 'a', 'look', 'at', 'your', 'policy', 'on', 'live', 'streams', 'that', 'are', 'actually', 'just', 'reruns', 'of', 'old', 'recording']",start look policy live streams actually reruns old recording,"['start', 'look', 'polici', 'live', 'stream', 'actual', 'rerun', 'old', 'record']","['start', 'look', 'policy', 'live', 'stream', 'actually', 'rerun', 'old', 'recording']"
MrMaster404,montanablack therealknossi ,0.0,0.0,1.0,0.0,Neutral,"['montanablack', 'therealknossi']",montanablack therealknossi,"['montanablack', 'therealknossi']","['montanablack', 'therealknossi']"
AlmanaxWinch,its great to see how 3 streamers can have so much power on gambling but asmr pornlike content and some ab,0.108,0.0,0.892,0.3716,Positive,"['its', 'great', 'to', 'see', 'how', '3', 'streamers', 'can', 'have', 'so', 'much', 'power', 'on', 'gambling', 'but', 'asmr', 'pornlike', 'content', 'and', 'some', 'ab']",great see 3 streamers much power gambling asmr pornlike content ab,"['great', 'see', '3', 'streamer', 'much', 'power', 'gambl', 'asmr', 'pornlik', 'content', 'ab']","['great', 'see', '3', 'streamer', 'much', 'power', 'gamble', 'asmr', 'pornlike', 'content', 'ab']"
SpiderWizard,didnt yall barely ban someone for getting railed on stream,0.213,0.0,0.787,0.4033,Positive,"['didnt', 'yall', 'barely', 'ban', 'someone', 'for', 'getting', 'railed', 'on', 'stream']",didnt yall barely ban someone getting railed stream,"['didnt', 'yall', 'bare', 'ban', 'someon', 'get', 'rail', 'stream']","['didnt', 'yall', 'barely', 'ban', 'someone', 'get', 'rail', 'stream']"
radio_warden,teufeursoff reconversion dans le hot tub du coup ,0.0,0.0,1.0,0.0,Neutral,"['teufeursoff', 'reconversion', 'dans', 'le', 'hot', 'tub', 'du', 'coup']",teufeursoff reconversion dans le hot tub du coup,"['teufeursoff', 'reconvers', 'dan', 'le', 'hot', 'tub', 'du', 'coup']","['teufeursoff', 'reconversion', 'dans', 'le', 'hot', 'tub', 'du', 'coup']"
polixmedia,online casino zerstrt das leben vieler junger menschen danke an twitchde ,0.0,0.0,1.0,0.0,Neutral,"['online', 'casino', 'zerstrt', 'das', 'leben', 'vieler', 'junger', 'menschen', 'danke', 'an', 'twitchde']",online casino zerstrt das leben vieler junger menschen danke twitchde,"['onlin', 'casino', 'zerstrt', 'das', 'leben', 'vieler', 'junger', 'menschen', 'dank', 'twitchd']","['online', 'casino', 'zerstrt', 'da', 'leben', 'vieler', 'junger', 'menschen', 'danke', 'twitchde']"
genpashi29,now take care of the streams encouraging minors to watch sexual content go all the way on your platform ,0.258,0.0,0.742,0.765,Positive,"['now', 'take', 'care', 'of', 'the', 'streams', 'encouraging', 'minors', 'to', 'watch', 'sexual', 'content', 'go', 'all', 'the', 'way', 'on', 'your', 'platform']",take care streams encouraging minors watch sexual content go way platform,"['take', 'care', 'stream', 'encourag', 'minor', 'watch', 'sexual', 'content', 'go', 'way', 'platform']","['take', 'care', 'stream', 'encourage', 'minor', 'watch', 'sexual', 'content', 'go', 'way', 'platform']"
LetsShootShow,ok now for pool streams plz,0.412,0.0,0.588,0.3612,Positive,"['ok', 'now', 'for', 'pool', 'streams', 'plz']",ok pool streams plz,"['ok', 'pool', 'stream', 'plz']","['ok', 'pool', 'stream', 'plz']"
ICU75280978,thr amount of what about pool streams etc in here is so stupid can we just be happy for like a day that,0.196,0.138,0.665,0.2105,Positive,"['thr', 'amount', 'of', 'what', 'about', 'pool', 'streams', 'etc', 'in', 'here', 'is', 'so', 'stupid', 'can', 'we', 'just', 'be', 'happy', 'for', 'like', 'a', 'day', 'that']",thr amount pool streams etc stupid happy like day,"['thr', 'amount', 'pool', 'stream', 'etc', 'stupid', 'happi', 'like', 'day']","['thr', 'amount', 'pool', 'stream', 'etc', 'stupid', 'happy', 'like', 'day']"
GamiYodo,jaimestaples thank you twitch for treating poker like a sport ggpoker pokerstars cardschat,0.325,0.0,0.675,0.6476,Positive,"['jaimestaples', 'thank', 'you', 'twitch', 'for', 'treating', 'poker', 'like', 'a', 'sport', 'ggpoker', 'pokerstars', 'cardschat']",jaimestaples thank twitch treating poker like sport ggpoker pokerstars cardschat,"['jaimestapl', 'thank', 'twitch', 'treat', 'poker', 'like', 'sport', 'ggpoker', 'pokerstar', 'cardschat']","['jaimestaples', 'thank', 'twitch', 'treat', 'poker', 'like', 'sport', 'ggpoker', 'pokerstars', 'cardschat']"
Gizzymooooo,ok now ban sports betting too ,0.377,0.261,0.362,0.1531,Positive,"['ok', 'now', 'ban', 'sports', 'betting', 'too']",ok ban sports betting,"['ok', 'ban', 'sport', 'bet']","['ok', 'ban', 'sport', 'bet']"
_IISOX,et les meufs qui bz en live ,0.167,0.0,0.833,0.1027,Positive,"['et', 'les', 'meufs', 'qui', 'bz', 'en', 'live']",et les meufs qui bz en live,"['et', 'les', 'meuf', 'qui', 'bz', 'en', 'live']","['et', 'les', 'meufs', 'qui', 'bz', 'en', 'live']"
litailaw,mrantoinedaniel dice game goodbye dnd ,0.0,0.348,0.652,-0.4939,Negative,"['mrantoinedaniel', 'dice', 'game', 'goodbye', 'dnd']",mrantoinedaniel dice game goodbye dnd,"['mrantoinedaniel', 'dice', 'game', 'goodby', 'dnd']","['mrantoinedaniel', 'dice', 'game', 'goodbye', 'dnd']"
SqueakWaffle,you idiots your whole site is built on gambling principles right nowchannel points anyone,0.0,0.0,1.0,0.0,Neutral,"['you', 'idiots', 'your', 'whole', 'site', 'is', 'built', 'on', 'gambling', 'principles', 'right', 'nowchannel', 'points', 'anyone']",idiots whole site built gambling principles right nowchannel points anyone,"['idiot', 'whole', 'site', 'built', 'gambl', 'principl', 'right', 'nowchannel', 'point', 'anyon']","['idiot', 'whole', 'site', 'build', 'gamble', 'principle', 'right', 'nowchannel', 'point', 'anyone']"
nusuntgaby,what about the pool and hottubs softporn still allowed that should have been a start not only the gambling,0.0,0.0,1.0,0.0,Neutral,"['what', 'about', 'the', 'pool', 'and', 'hottubs', 'softporn', 'still', 'allowed', 'that', 'should', 'have', 'been', 'a', 'start', 'not', 'only', 'the', 'gambling']",pool hottubs softporn still allowed start gambling,"['pool', 'hottub', 'softporn', 'still', 'allow', 'start', 'gambl']","['pool', 'hottubs', 'softporn', 'still', 'allow', 'start', 'gamble']"
Mordorir6333,teufeursoff  dans la sauce la non avec stake  ,0.0,0.0,1.0,0.0,Neutral,"['teufeursoff', 'dans', 'la', 'sauce', 'la', 'non', 'avec', 'stake']",teufeursoff dans la sauce la non avec stake,"['teufeursoff', 'dan', 'la', 'sauc', 'la', 'non', 'avec', 'stake']","['teufeursoff', 'dans', 'la', 'sauce', 'la', 'non', 'avec', 'stake']"
_ilgooy,what about all the creators that use twitch platform as if it was a webcam site lol,0.149,0.0,0.851,0.4215,Positive,"['what', 'about', 'all', 'the', 'creators', 'that', 'use', 'twitch', 'platform', 'as', 'if', 'it', 'was', 'a', 'webcam', 'site', 'lol']",creators use twitch platform webcam site lol,"['creator', 'use', 'twitch', 'platform', 'webcam', 'site', 'lol']","['creator', 'use', 'twitch', 'platform', 'webcam', 'site', 'lol']"
chilloutman92,every gambling streamer is gonna go to youtube for streaming i make the prediction twitch will become in h,0.0,0.0,1.0,0.0,Neutral,"['every', 'gambling', 'streamer', 'is', 'gonna', 'go', 'to', 'youtube', 'for', 'streaming', 'i', 'make', 'the', 'prediction', 'twitch', 'will', 'become', 'in', 'h']",every gambling streamer gonna go youtube streaming make prediction twitch become h,"['everi', 'gambl', 'streamer', 'gonna', 'go', 'youtub', 'stream', 'make', 'predict', 'twitch', 'becom', 'h']","['every', 'gamble', 'streamer', 'gonna', 'go', 'youtube', 'stream', 'make', 'prediction', 'twitch', 'become', 'h']"
CashhCartyer,yall down bad asf dont ban sex and soon as a bitch comment on gambling yall do thst shit quickly,0.098,0.365,0.536,-0.8392,Negative,"['yall', 'down', 'bad', 'asf', 'dont', 'ban', 'sex', 'and', 'soon', 'as', 'a', 'bitch', 'comment', 'on', 'gambling', 'yall', 'do', 'thst', 'shit', 'quickly']",yall bad asf dont ban sex soon bitch comment gambling yall thst shit quickly,"['yall', 'bad', 'asf', 'dont', 'ban', 'sex', 'soon', 'bitch', 'comment', 'gambl', 'yall', 'thst', 'shit', 'quick']","['yall', 'bad', 'asf', 'dont', 'ban', 'sex', 'soon', 'bitch', 'comment', 'gamble', 'yall', 'thst', 'shit', 'quickly']"
ImWabisabi,lesssgooooo ,0.0,0.0,1.0,0.0,Neutral,['lesssgooooo'],lesssgooooo,['lesssgooooo'],['lesssgooooo']
CashhCartyer,yall some serious simps lmfaooo,0.0,0.206,0.794,-0.0772,Negative,"['yall', 'some', 'serious', 'simps', 'lmfaooo']",yall serious simps lmfaooo,"['yall', 'serious', 'simp', 'lmfaooo']","['yall', 'serious', 'simps', 'lmfaooo']"
softasvulvet,beekakkeart when i read the headline i was so scared that there would be no more poo cup,0.0,0.284,0.716,-0.7133,Negative,"['beekakkeart', 'when', 'i', 'read', 'the', 'headline', 'i', 'was', 'so', 'scared', 'that', 'there', 'would', 'be', 'no', 'more', 'poo', 'cup']",beekakkeart read headline scared would poo cup,"['beekakkeart', 'read', 'headlin', 'scare', 'would', 'poo', 'cup']","['beekakkeart', 'read', 'headline', 'scar', 'would', 'poo', 'cup']"
Pirclee,gg ez,0.825,0.0,0.175,0.5719,Positive,"['gg', 'ez']",gg ez,"['gg', 'ez']","['gg', 'ez']"
KRUSTlBURGER,,0.0,0.0,1.0,0.0,Neutral,[],,[],[]
JamesKennethLS,ban lbqt streamers next,0.0,0.474,0.526,-0.5574,Negative,"['ban', 'lbqt', 'streamers', 'next']",ban lbqt streamers next,"['ban', 'lbqt', 'streamer', 'next']","['ban', 'lbqt', 'streamer', 'next']"
shantanumlk,good riddance,0.592,0.0,0.408,0.4404,Positive,"['good', 'riddance']",good riddance,"['good', 'riddanc']","['good', 'riddance']"
_nasters,does luigi poker count,0.0,0.0,1.0,0.0,Neutral,"['does', 'luigi', 'poker', 'count']",luigi poker count,"['luigi', 'poker', 'count']","['luigi', 'poker', 'count']"
Saru_e12,twitch ,0.0,0.0,1.0,0.0,Neutral,['twitch'],twitch,['twitch'],['twitch']
pntrntcthct27,everyone is screaming lets goo  bro twitch did absolutely nothing than excluding a few gambling sites y,0.0,0.133,0.867,-0.3818,Negative,"['everyone', 'is', 'screaming', 'lets', 'goo', 'bro', 'twitch', 'did', 'absolutely', 'nothing', 'than', 'excluding', 'a', 'few', 'gambling', 'sites', 'y']",everyone screaming lets goo bro twitch absolutely nothing excluding gambling sites,"['everyon', 'scream', 'let', 'goo', 'bro', 'twitch', 'absolut', 'noth', 'exclud', 'gambl', 'site']","['everyone', 'scream', 'let', 'goo', 'bro', 'twitch', 'absolutely', 'nothing', 'exclude', 'gambling', 'site']"
Xelofrost,un paso ms cerca de quitar el puto gambling de twitch,0.0,0.0,1.0,0.0,Neutral,"['un', 'paso', 'ms', 'cerca', 'de', 'quitar', 'el', 'puto', 'gambling', 'de', 'twitch']",un paso ms cerca de quitar el puto gambling de twitch,"['un', 'paso', 'ms', 'cerca', 'de', 'quitar', 'el', 'puto', 'gambl', 'de', 'twitch']","['un', 'paso', 'm', 'cerca', 'de', 'quitar', 'el', 'puto', 'gamble', 'de', 'twitch']"
mozzlehoff,can we get hot tubs banned now too,0.0,0.273,0.727,-0.4588,Negative,"['can', 'we', 'get', 'hot', 'tubs', 'banned', 'now', 'too']",get hot tubs banned,"['get', 'hot', 'tub', 'ban']","['get', 'hot', 'tub', 'ban']"
Sebibanane,st4rplay3r wonderchildjj flix9n,0.0,0.0,1.0,0.0,Neutral,"['st4rplay3r', 'wonderchildjj', 'flix', '9n']",st4rplay3r wonderchildjj flix 9n,"['st4rplay3r', 'wonderchildjj', 'flix', '9n']","['st4rplay3r', 'wonderchildjj', 'flix', '9n']"
